name,address,latitude,longitude
Frankfort Fire & EMS,"314 W 2nd St, Frankfort, KY 40601, USA",38.1949119,-84.8789682
Franklin County Fire Department,"106 Darby Shire Cir, Frankfort, KY 40601, USA",38.1955146,-84.8933429
Franklin Fire Department,"401 Macedonia Rd, Franklin, KY 42134, USA",36.7165869,-86.5650773
Franklin-Simpson Fire Rescue,"401 Macedonia Rd, Franklin, KY 42134, USA",36.7165869,-86.5650773
Fredonia Fire and Rescue,"312 Cassidy Ave, Fredonia, KY 42411, USA",37.2071346,-88.0585021
Fulton Fire Department,"340 Browder St, Fulton, KY 42041, USA",36.5110962,-88.8762503
"Gallatin County Volunteer Fire Department, Inc.","402 Main Cross St, Warsaw, KY 41095, USA",38.7826368,-84.901448
Gameliel Volunteer Fire Department,"122 Holland St, Gamaliel, KY 42140, USA",36.6382406,-85.7941674
Garrard County Fire District 1,"180 Industry Rd, Lancaster, KY 40444, USA",37.6073084,-84.58010890000001
Garrett Area Volunteer Fire Department,"638 Stone Coal Rd, Garrett, KY 41630, USA",37.4777059,-82.8227788
Garrison Volunteer Fire Department,"Garrison, KY, USA",38.6058757,-83.1741035
Georgetown Fire & Rescue,"101 Airport Rd, Georgetown, KY 40324, USA",38.1885273,-84.5642845
Gilbertsville Fire Department,"Kentucky Dam Village, 113 Administration Dr., Gilbertsville, KY 42044, United States",36.9968648,-88.28580219999999
Glasgow Fire Department,"203 S Broadway, Glasgow, KY 42141, USA",36.9942876,-85.9117263
"Glencoe Fire Protection District, Inc","112 Main St, Glencoe, KY 41046, USA",38.71412890000001,-84.8230129
Glendale Fire Department,"405 E Main St, Glendale, KY 42740, USA",37.6010912,-85.904181
Gordon Volunteer Fire & Rescue,"20 Cr-1639, Gordon, KY 41819, USA",36.9908004,-83.0237028
Gott Volunteer Fire Department,"5590 Porter Pike, Bowling Green, KY 42103, USA",36.9729159,-86.3138584
Gracey Fire Department,"7685 Caledonia Rd, Gracey, KY 42232, USA",36.8214076,-87.6904593
Graham Volunteer Fire Department,"120 Firehouse Ln, Graham, KY 42344, USA",37.236165,-87.2758097
"Grahn Volunteer Fire Department, Inc.","Grahn Rd, Olive Hill, KY 41164, USA",38.27243259999999,-83.08149089999999
Grand Lakes Fire Department,"1021 Jake Dukes Rd, Grand Rivers, KY 42045, USA",37.0532868,-88.2728202
Grapevine Community Volunteer Fire Department,"2225 Grapevine Rd, Madisonville, KY 42431, USA",37.2998183,-87.4850989
Grapevine/Chavies Volunteer Fire Department,"Chavies, KY 41727, USA",37.3791772,-83.2880591
Gray Hawk Volunteer Fire Department,"US-421, Gray Hawk, KY 40434, USA",37.38822469999999,-83.93044239999999
Grayson Fire Department,"316 E 3rd St, Grayson, KY 41143, USA",38.3338615,-82.94359419999999
Green County Volunteer Fire & Rescue Department,"207 E Hodgenville Ave, Greensburg, KY 42743, USA",37.26179080000001,-85.4995182
Greenup Fire Department,"1110 Walnut St, Greenup, KY 41144, USA",38.5725987,-82.83044129999999
Greenville Fire Department,"200 Court St, Greenville, KY 42345, USA",37.1999276,-87.1772761
Gulnare Volunteer Fire Department,"978 Sycamore Rd, Pikeville, KY 41501, USA",37.62896509999999,-82.538162
Hacker Volunteer Fire & Rescue,"Hacker Ln, Manchester, KY 40962, USA",37.1449519,-83.766177
Hadley Volunteer Fire Department,"255 Hadley School Rd, Bowling Green, KY 42101, USA",37.0586501,-86.606331
"Hanson Volunteer Fire Department, Inc.","53 Sunset Rd, Hanson, KY 42413, USA",37.41715300000001,-87.482173
Hardinsburg Fire Department,"220 S Main St, Hardinsburg, KY 40143, USA",37.7806654,-86.4610747
"Hardyville Volunteer Fire Department, Inc.","111 N Jackson Hwy, Hardyville, KY 42746, USA",37.25473119999999,-85.7859905
Harlan Fire Department,"114 N Main St, Harlan, KY 40831, USA",36.8476088,-83.3226178
Harned Volunteer Fire & Rescue Department,"20688 Ashburn Rd, Ashburn, VA 20147, USA",39.04496899999999,-77.486584
Harrison County Fire Department,"1014 US-62, Cynthiana, KY 41031, USA",38.3973061,-84.2785325
Harrods Creek Fire Protection District,"8905 US-42, Prospect, KY 40059, USA",38.336325,-85.6221249
Harrodsburg Fire Department,"125 W Broadway St, Harrodsburg, KY 40330, USA",37.7636992,-84.84412069999999
Hartford Fire Department,"677 Clay St, Hartford, KY 42347, USA",37.45141419999999,-86.9039202
Harvey Brewers Fire Department,"KY-58, Benton, KY 42025, USA",36.8570675,-88.35068369999999
"Hatfield Volunteer Fire Department, Inc.","8619 N Big Creek Rd, Belfry, KY 41514, USA",37.7005005,-82.3552874
Hawesville Volunteer Fire Department,"12194 KY-2181, Hawesville, KY 42348, USA",37.7522491,-86.8131489
Hayes Crossing- Haldeman Fire Department,"6400 US-60, Morehead, KY 40351, USA",38.2403874,-83.3501641
Haywood Volunteer Fire Department,"67 W Matthews Mill Rd, Glasgow, KY 42141, USA",36.9463244,-85.9743617
Hazard Fire Department,"50 Main St, Hazard, KY 41701, USA",37.2466511,-83.1927573
Hazel Fire Department,"215 Main St, Hazel, KY 42049, USA",36.502151,-88.3256444
Hazel Green Community Volunteer Fire Department,"Spring St, Hazel Green, KY 41332, USA",37.8007691,-83.4199794
Hebbardsville Area Volunteer Fire Department,"16756 KY-416, Henderson, KY 42420, USA",37.7745543,-87.37397419999999
Hebron Fire Protection District,"3120 N Bend Rd, Hebron, KY 41048, USA",39.064269,-84.702496
Henderson Fire Department,"332 Washington St, Henderson, KY 42420, USA",37.8364128,-87.59136559999999
Hendron Fire Department,"4535 At Massa Dr, Paducah, KY 42003, USA",37.0387676,-88.62949309999999
Herndon Volunteer Fire Department,"Herndon, VA 20170, USA",38.9695545,-77.3860976
Hickman County Fire & Rescue,"Hickman County, TN, USA",35.80127969999999,-87.460397
Hickman Fire Department,"801 Moscow Ave, Hickman, KY 42050, USA",36.5709757,-89.1830258
High Bridge Community Association Fire Department,"4505 High Bridge Rd, Wilmore, KY 40390, USA",37.820314,-84.7203968
Highland Area Fire Department,"807 US-27, Stanford, KY 40484, USA",37.4872335,-84.6448565
Highland Volunteer Fire Department,"Butler Rd, Hopkinsville, KY 42240, USA",36.8838897,-87.3359005
Highview Fire Protection District,"7308 Fegenbush Ln, Louisville, KY 40228, USA",38.143308,-85.6247706
Highway 172 Volunteer Fire Department,"13088 KY-172, West Liberty, KY 41472, USA",37.9835195,-83.1058767
Hillsboro Volunteer Fire Department,"193 Winchester Hwy, Hillsboro, TN 37342, USA",35.3855199,-85.98157049999999
Hiseville Community Volunteer Fire Department,"W Hiseville Main St, Cave City, KY 42127, USA",37.1016571,-85.82208039999999
Hodgenville Volunteer Fire Department,"209 E Water St, Hodgenville, KY 42748, USA",37.57439550000001,-85.73812430000001
Honey Grove Volunteer Fire Department,"11507 Butler Rd, Hopkinsville, KY 42240, USA",36.8893254,-87.309855
Hopkinsville Fire Department,"116 W 1st St, Hopkinsville, KY 42240, USA",36.8712227,-87.4877518
Horse Cave Volunteer Fire Department,"107 Mccubbin Ave, Horse Cave, KY 42749, USA",37.1831401,-85.9022997
"Hurricane Creek Volunteer Fire Department, Inc.","2981 Hurricane Rd, Pikeville, KY 41501, USA",37.5017328,-82.5882323
Hutchison Station Volunteer Fire Department,"1775 Bethlehem Rd, Paris, KY 40361, USA",38.1202134,-84.2967915
Hyden-Leslie County Volunteer Fire Department,"PO Box 210, Hyden, KY 41749, USA",37.1609254,-83.3732373
Independence Fire District,"1980 Delaware Crossing, Independence, KY 41051, USA",38.9325915,-84.54547769999999
Irvine Volunteer Fire Department,"3892 New Irvine Rd, Waco, KY 40385, USA",37.7380784,-84.138053
Irvington Volunteer Fire Department,"216 1st St, Irvington, KY 40146, USA",37.8815,-86.28399999999999
Island Creek Volunteer Fire Department,"2687 Island Creek Rd, Pikeville, KY 41501, USA",37.4564872,-82.5504904
Isonville Volunteer Fire Department,"PO Box 247, Isonville, KY 41149, USA",38.0558312,-83.0039075
Jackson Fire Department,"805 NE Jefferson St, Blue Springs, MO 64014, USA",39.029353,-94.2515604
Jakes Branch Fire & Rescue,"5447 KY-476, Bulan, KY 41722, USA",37.29742,-83.16970359999999
Jamestown Fire Department,"52 Ballard St, Jamestown, KY 42629, USA",36.9845838,-85.0647985
Jeffersontown Fire Protection District,"10540 Watterson Trail, Jeffersontown, KY 40299, USA",38.1951762,-85.5634633
Jenkins Fire Department,"9349 KY-805, Jenkins, KY 41537, USA",37.1879,-82.6472
Jessamine County Fire Department,"1310 S Main St, Nicholasville, KY 40356, USA",37.8611298,-84.5802796
Johns Creek Fire Department,"8094 Meta Hwy, Meta, KY 41501, USA",37.5668883,-82.456681
Johnson Controls Fire/Rescue,"Ashland, KY 41101, USA",38.4803833,-82.6537455
Jonesville Fire Department,"5070 Jonesville Rd, Jonesville, KY 41052, USA",38.6369548,-84.77721079999999
Junction City Fire/ Rescue,"794 Shelby St, Junction City, KY 40440, USA",37.586325,-84.79422509999999
"Keavy Fire Department, Inc.","472 KY-312, Corbin, KY 40701, USA",36.9518042,-84.0916116
Kenton Fire Department,"14081 Decoursey Pike, Morning View, KY 41063, USA",38.86442359999999,-84.4592577
Kentucky 86 Fire and Rescue,"2982 Hardinsburg Rd, Cecilia, KY 42724, USA",37.6638254,-85.992077
Kentucky River Fire & Rescue,"12532 Bethlehem Rd, Bethlehem, KY 40007, USA",38.4611552,-84.9726517
Kevil Rural Fire Department,"1009 Clyde M Elrod Ave, Kevil, KY 42053, USA",37.0844911,-88.8857043
Kimper Volunteer Fire & Rescue Department,"104 Fire Station Rd, Kimper, KY 41539, USA",37.49991,-82.35129830000001
Kings Creek Volunteer Fire Department,"KY-160, Kentucky, USA",37.1422868,-82.88029519999999
Kinniconick Volunteer Fire Department,"KY-377, Vanceburg, KY 41179, USA",38.4838572,-83.3766533
Kirksville Volunteer Fire Department,"668 Kirksville Rd, Richmond, KY 40475, USA",37.6709358,-84.41244669999999
Knifley Area Volunteer Fire Department,"6130 Elkhorn Rd, Columbia, KY 42728, USA",37.2429522,-85.18962959999999
Knottsville Fire Department,"9436 KY-144, Philpot, KY 42366, USA",37.774187,-86.90751399999999
"Krypton Volunteer Fire and Rescue Squad, Inc.","Krypton, KY 41754, USA",37.3121262,-83.3254958
Kuttawa Fire Department,"5472 US-62, Kuttawa, KY 42055, USA",37.0393594,-88.1977812
Kyrock Volunteer Fire Department,"KY-259, Sweeden, KY 42285, USA",37.2486229,-86.2794699
LaCenter Fire Department,"La Center, KY 42056, USA",37.0767199,-88.9736762
LaCenter Rural Fire Department,"165 E 4th St, La Center, KY 42056, USA",37.0767186,-88.9717157
Lacy Volunteer Fire Department,"Lacy Dr, Hopkinsville, KY 42240, USA",36.8896064,-87.48327669999999
Lafayette Volunteer Fire Department,"50 County Road 1032, P.O. Box 1933, Oxford, MS 38655, United States",34.407883,-89.510432
LaGrange Fire & Rescue Department,"309 North 1st Avenue, La Grange, KY 40031, USA",38.4110901,-85.3788999
Lake Dreamland Fire Protection District,"4603 Cane Run Rd, Shively, KY 40216, USA",38.19280759999999,-85.845308
Lake Jerico Fire-Rescue,"531 Lake Jericho Rd, Smithfield, KY 40068, USA",38.4456526,-85.29012379999999
Lancaster Fire & Rescue,"107 N Campbell St, Lancaster, KY 40444, USA",37.62010650000001,-84.57722079999999
LaRue County Fire Department,"209 E Water St, Hodgenville, KY 42748, USA",37.57439550000001,-85.73812430000001
Laurel County Fire Department,"911 TLC Ln, London, KY 40741, USA",37.1195733,-84.06199529999999
Lawrenceburg Fire & Rescue,"201 E Court St, Lawrenceburg, KY 40342, USA",38.03579,-84.89469249999999
Lebanon Fire Department,"357 E Main St, Lebanon, KY 40033, USA",37.5721708,-85.2468615
Lebanon Junction Fire & Rescue,"291 Main St, Lebanon Junction, KY 40150, USA",37.8341946,-85.7328113
Ledbetter Fire District,"1481 US-60, Ledbetter, KY 42058, USA",37.0495917,-88.4589391
Lee County Fire Department,"61 River St, Beattyville, KY 41311, USA",37.5683097,-83.70745079999999
Left Beaver Fire & Rescue,"15990 KY-122, Hi Hat, KY 41636, USA",37.396885,-82.746697
Leitchfield Fire and Rescue,"S Main St, Leitchfield, KY 42754, USA",37.472072,-86.294443
Lewis County Volunteer Fire Company,"41 Industrial Park Rd, Vanceburg, KY 41179, USA",38.5973958,-83.2716609
Lewisburg City Volunteer,"226 Capitol Blvd #710, Nashville, TN 37219, USA",36.1633164,-86.7822638
Lewisburg Rural Fire Department,"105 S 2nd St, Lewisburg, KY 42256, USA",36.9866592,-86.949069
Lewisburg Volunteer Fire Department,"8002 Day Pike, Maysville, KY 41056, USA",38.5850157,-83.6982713
Lewisport Volunteer Fire Department,"590 Old Mill Rd, Lewisport, KY 42351, USA",37.9348678,-86.8998543
Lexington Fire Department,"219, 219 E Third St, Lexington, KY 40508, United States",38.0477611,-84.49016069999999
Liberty Fire Department,"55 Jockey St, Liberty, KY 42539, USA",37.316542,-84.93940649999999
Lily Volunteer Fire Department,"4034 E State Hwy 552, Lily, KY 40740, USA",37.0240053,-84.07583009999999
Lincoln Volunteer Fire Department,"8525 Nolin Dam Rd, Mammoth Cave, KY 42259, USA",37.2616174,-86.1549167
Linton Volunteer Fire Department,"Cadiz, KY 42211, USA",36.8650496,-87.835295
Linwood Volunteer Fire Department,"Magnolia, KY 42757, USA",37.4116971,-85.7051116
Little Poplar Creek Volunteer Fire Department,"Bryants Store, KY 40921, USA",36.7762509,-83.9236962
Little Rock Volunteer Fire Department,"624 S Chester St, Little Rock, AR 72201, USA",34.7440165,-92.28262289999999
Little Sandy Volunteer Fire Department,"Argillite, KY 41121, USA",38.4443449,-82.8317486
Livermore Volunteer Fire Department,"213 3rd St, Livermore, KY 42352, USA",37.4880715,-87.1341618
Livingston Fire Department,"9254, Main St, Livingston, KY 40445, United States",37.2972172,-84.21494249999999
Load Volunteer Fire Department INC.,"Oldtown, Greenup, KY 41144, USA",38.5443707,-82.92864279999999
Lone Oak Fire Department,"111 Cave Thomas Dr, Paducah, KY 42001, USA",37.0311002,-88.67063759999999
Lookout Vounteer Fire & Rescue Department,"20688 Ashburn Rd, Ashburn, VA 20147, USA",39.04496899999999,-77.486584
Loretto Volunteer Fire Department,"100 School House Dr, Loretto, KY 40037, USA",37.6372196,-85.40328629999999
Lost Creek Volunteer Fire Department,"4262 Lost Creek Rd, Hazard, KY 41701, USA",37.3757762,-83.23576279999999
Louisa Fire Department,"215 N Main Cross St, Louisa, KY 41230, USA",38.1168667,-82.60452130000002
Louisville Division of Fire,"1135 W Jefferson St, Louisville, KY 40203, USA",38.2556168,-85.7697602
Louisville Intenational Airport Fire Department,"Louisville International Airport, 600 Terminal Dr, Louisville, KY 40209, USA",38.1862605,-85.7418349
Lovelaceville Volunteer Fire Department,"KY-58, Benton, KY 42025, USA",36.8570675,-88.35068369999999
Lower Cloverfork Fire Department,"101 Chad St, Evarts, KY 40828, USA",36.8646946,-83.1923237
Lowes Fire Department,"5071 KY-440, Lowes, KY 42061, USA",36.8598591,-88.75368200000001
Lowmansville Volunteer Fire Department,"US-23, United States",37.9173216,-82.7318286
Loyall Fire Department,"306 County Pike, Loyall, KY 40854, USA",36.8523044,-83.34363619999999
Ludlow Fire Department,"234 Oak St, Ludlow, KY 41016, USA",39.0931316,-84.5476267
Lynch Volunteer Fire Department,"2315 Perrysville Rd, Danville, IL 61834, USA",40.10846919999999,-87.5851113
Lyndon Fire Department,"8126 New La Grange Rd, Lyndon, KY 40222, USA",38.2592154,-85.6020987
Mackville Volunteer Fire & Rescue,"10629 Main St, Mackville, KY 40040, USA",37.735571,-85.07059009999999
Madison County Fire Department,"560 S Keeneland Dr, Richmond, KY 40475, USA",37.76721089999999,-84.31968739999999
Madisonville Fire Department,"98 E Center St, Madisonville, KY 42431, USA",37.327824,-87.49726030000001
Magnolia Fire Department,"9106 New Jackson Hwy, Magnolia, KY 42757, USA",37.4445029,-85.7454376
Maloneton Volunteer Fire Department,"South Shore, KY 41175, USA",38.72091,-82.9582284
Manchester Fire Rescue,"239 Memorial Dr, Manchester, KY 40962, USA",37.1592469,-83.76220579999999
"Manitou Volunteer Fire Department, Inc.","450 Manitou Rd, Manitou, KY 42436, USA",37.3780037,-87.5811246
Mannington Volunteer Fire & Rescue Department,"103 E Mill St, Crofton, KY 42217, USA",37.0470011,-87.4857033
Marion Fire Department,"118 E Bellville St, Marion, KY 42064, United States",37.3332547,-88.081603
Marrowbone Volunteer Fire Department,"195 Marrowbone Creek Rd, Elkhorn City, KY 41522, USA",37.36586339999999,-82.4144725
Marrowbone West Cumberland Volunteer Fire Department,"214 Upper River St, Burkesville, KY 42717, USA",36.7869014,-85.3659526
Martins Fork Volunteer Fire Department,"Martins Fork Cumberland River, Harlan, KY 40831, USA",36.8448504,-83.3244516
Mattoon Community Fire Department,"100 KY-365, Marion, KY 42064, USA",37.4267595,-88.0143222
Mayfield- Graves Couny Fire Department,"211 E Broadway St, Mayfield, KY 42066, USA",36.7423683,-88.63424499999999
Mayking Volunteer Fire Department,"37 State Hwy 1862, Whitesburg, KY 41858, USA",37.133755,-82.7683804
Mayslick Volunteer Fire Department,"6778 US-68, Mayslick, KY 41055, USA",38.5169955,-83.8415601
Maysville Fire & EMS,"Bridge St, Maysville, KY 41056, USA",38.6452629,-83.7603164
"McDaniels Fire-Rescue, Inc.","KY-259, McDaniels, KY 40152, USA",37.6319649,-86.4368425
McLean County Central District Fire Department,"McLean County, IL, USA",40.5478429,-88.86469799999999
McLean County Eastern District Fire Department,"McLean County, IL, USA",40.5478429,-88.86469799999999
McLean County Southern District Fire Department,"McLean County, IL, USA",40.5478429,-88.86469799999999
McMahan Fire Protection District,"4318 Taylorsville Rd, Louisville, KY 40220, USA",38.2188577,-85.61035919999999
Meade County Fire Protection District,"1800 Armory Rd, Brandenburg, KY 40108, USA",37.9850166,-86.1733083
Meador Community Fire Department,"9700 Smiths Grove Rd, Scottsville, KY 42164, USA",36.888024,-86.1751713
Melber Civic Club Volunteer Fire Department,"11763 KY-339, Melber, KY 42069, USA",36.94466329999999,-88.7255076
Melbourne Volunteer Fire Department,"Melbourne VIC, Australia",-37.8136276,144.9630576
Menifee County Fire Protection District,"192 Dale Back Rd, Frenchburg, KY 40322, USA",37.9232695,-83.56816289999999
Mercer County Fire Protection District,"2805 Louisville Rd, Salvisa, KY 40372, USA",37.8463559,-84.8510297
Middlefork Fire/Rescue,"9219 Campton Rd, Stanton, KY 40380, USA",37.8269179,-83.7358323
Middlesboro Fire Department,"121 Lothbury Ave, Middlesboro, KY 40965, USA",36.6087849,-83.7140234
Middletown Fire Protection District,"108 Urton Ln, Louisville, KY 40223, USA",38.2416022,-85.50926460000001
Midway Fire Department,"109 E Bruen St, Midway, KY 40347, USA",38.1494224,-84.6843786
Milburn Volunteer Fire Department,"4325 KY-1371, Milburn, KY 42070, USA",36.7974154,-88.91070959999999
"Millard East Shelbiana Volunteer Fire and Rescue, Inc.","5200 E Shelbiana Rd, Pikeville, KY 41501, USA",37.415653,-82.4523652
Millersburg Volunteer Fire Department,"301 W 5th St, Millersburg, KY 40348, USA",38.3012464,-84.1508563
Milton Fire & Rescue,"11556 US-421, Milton, KY 40045, USA",38.7182909,-85.3811399
Monroe County Fire and Rescue Squad,"214 S Main St, Tompkinsville, KY 42167, USA",36.69845249999999,-85.6951236
Montgomery County Fire Protection District #1,"805 Indian Mound Dr, Mt Sterling, KY 40353, USA",38.0621655,-83.9564272
Montgomery Volunteer Fire Department,"Cadiz, KY 42211, USA",36.8650496,-87.835295
Monticello Fire Department,"795 N Main St, Monticello, KY 42633, USA",36.8484351,-84.83654399999999
Morehead Fire Department,"135 Flemingsburg Rd, Morehead, KY 40351, USA",38.1782233,-83.4397888
Morgantown Fire Department,"101 N Warren St, Morgantown, KY 42261, USA",37.2252402,-86.68219719999999
Mortons Gap Fire Department,"102 Cross St, Mortons Gap, KY 42440, USA",37.2372703,-87.4734545
Mount Vernon Fire Department,"270 Old US Hwy 25, Mt Vernon, KY 40456, USA",37.353938,-84.331913
Mount Victory Volunteer Fire Department,"14955 KY-192, Somerset, KY 42501, USA",37.0256377,-84.3839861
Mt Olivet/Robertson County Volunteer Fire Department,"45 McDowell St, Mt Olivet, KY 41064, USA",38.5329782,-84.0408815
Mt Washington Fire Department District,"772 N Bardstown Rd, Mt Washington, KY 40047, USA",38.055328,-85.54839369999999
"Mt. Carmel Volunteer Fire Department, Inc.","7592 Mt Carmel Rd, Flemingsburg, KY 41041, USA",38.4851165,-83.6334688
Mud Creek Volunteer Fire Department,"6741 KY-979, Grethel, KY 41631, USA",37.4777601,-82.65688689999999
Mudlick Volunteer Fire Department,"5588 Old Glasgow Rd, Tompkinsville, KY 42167, USA",36.7454375,-85.76298659999999
Muldraugh Fire Department,"120 S Main St, Muldraugh, KY 40155, USA",37.9381678,-85.99202280000002
Mundfordville Fire and Rescue,"717 National Turnpike, Munfordville, KY 42765, USA",37.2802519,-85.89673450000001
Murray Fire Department,"207 S 5th St, Murray, KY 42071, USA",36.6088299,-88.3026175
Muses Mills Fire Department Inc.,"3057 Muses Mill Rd, Wallingford, KY 41093, USA",38.3628427,-83.53486099999999
Nancy Volunteer Fire Department,"9288 KY-80, Nancy, KY 42544, USA",37.0692675,-84.74191259999999
Nebo Fire Department,"Us Highway 41 S , Nebo, KY 42441, Nebo, KY 42441, United States",37.3840267,-87.6419068
Nelson Creek Volunteer Fire Department,"60 Ky-2590, Central City, KY 42330, USA",37.3298012,-87.0521028
Neon Volunteer Fire Department,"Fleming-Neon, KY 41840, USA",37.1931138,-82.7137065
"New Castle Fire & Rescue Squad, Inc.","220 N Property Rd, New Castle, KY 40050, USA",38.4346969,-85.16777379999999
New Haven Fire Department,"362 Center St, New Haven, KY 40051, USA",37.65632,-85.58324929999999
New Hope Volunteer Fire Department,"900 Holy Cross Rd, New Haven, KY 40051, USA",37.6590032,-85.5000972
New Liberty Volunteer Fire Department,"180 KY-36, New Liberty, KY 40355, USA",38.6176584,-84.9100256
Newport Fire/EMS,"998 Monmouth St, Newport, KY 41071, USA",39.0872636,-84.4893348
Niagara Volunteer Fire Department,"15813 KY-136, Robards, KY 42452, USA",37.721653,-87.4872049
Nicholasville Fire Department,"1022 S Main St, Nicholasville, KY 40356, USA",37.8622707,-84.5798106
Nichols Fire District,"4706 KY-44, Shepherdsville, KY 40165, USA",38.0093052,-85.86226889999999
North Graves Volunteer Fire Department,"11176 Hopewell Rd, Boaz, KY 42027, USA",36.9108469,-88.6090498
North Magoffin Volunteer Fire Department,"4845 Coon Creek Rd, Salyersville, KY 41465, USA",37.8304748,-83.0569568
North McCreary Fire Protection District,"1000 The Day Ridge Rd, Whitley City, KY 42653, USA",36.8439024,-84.53727889999999
"North Metcalfe Volunteer Fire Department, Inc.","498 Center Peggyville Rd, Center, KY 42214, USA",37.1464857,-85.691284
North Middletown Volunteer Fire Department,"223 Church St, North Middletown, KY 40357, USA",38.1439775,-84.1084119
North Oldham Fire Protection District,"1660 KY-1793, Goshen, KY 40026, USA",38.39597819999999,-85.58952599999999
Northeast Nelson Fire Department,"130 Perry St, Bloomfield, KY 40008, USA",37.91352759999999,-85.3199126
Northern Harrison Rural Fire Department,"1014 US-62, Cynthiana, KY 41031, USA",38.3973061,-84.2785325
Northern Pendleton County Fire District,"5900 KY-154, Butler, KY 41006, USA",38.8297791,-84.2927313
Norton Branch Volunteer Fire Department,"Rush, KY 41168, USA",38.3244773,-82.7562895
Nortonville Fire Department,"67 Nortonville Rd, Nortonville, KY 42442, USA",37.1883838,-87.50411030000001
Oak Grove Fire and Emergency Services,"553 Thompsonville Ln, Oak Grove, KY 42262, USA",36.6648336,-87.43276519999999
Oak Grove Fire Department,"4613 Cumberland Falls Hwy, Corbin, KY 40701, USA",36.9037466,-84.1648089
Oil Springs Volunteer Fire Department,"81 Wildcat Dr, Oil Springs, KY 41238, USA",37.8114464,-82.94478149999999
