name,address,latitude,longitude
Okolona Fire Department,"8501 Preston Hwy, Louisville, KY 40219, USA",38.1298129,-85.6813588
Olive Hill Fire Department,"395 Tygart St, Olive Hill, KY 41164, USA",38.2975789,-83.17770730000001
Olmstead Fire Department,"Kenny Stratton Rd, Olmstead, KY 42265, USA",36.7405967,-87.01124750000001
Olympian Springs Volunteer Fire Department,"4085 Mud Lick Rd, Salt Lick, KY 40371, USA",38.0616259,-83.67327300000001
Oneida Fire Department,"80 Orchard St, Oneida, KY 40972, USA",37.26865799999999,-83.64695689999999
Orangeburg Fire Department,"8002 Day Pike, Maysville, KY 41056, USA",38.5850157,-83.6982713
Owen County Volunteer Fire Department,"Owen County, IN, USA",39.3603429,-86.8220341
Owensboro Fire Department,"512 W 9th St, Owensboro, KY 42301, USA",37.7672199,-87.1153891
Owenton Volunteer Fire Department,"40 Sawdridge Creek Rd, Owenton, KY 40359, USA",38.4221282,-84.8375885
Owingsville Volunteer Fire Department,"19 Goodpaster Ave, Owingsville, KY 40360, USA",38.1437898,-83.77046450000002
Paducah Fire Department,"301 Washington St, Paducah, KY 42003, USA",37.0852557,-88.59594
Paduchah Airport Corp,"Barkley Regional Airport, 2901 Fisher Rd, West Paducah, KY 42086, USA",37.0612439,-88.7675112
Paintsville Fire-Rescue-EMS,"116 Main St, Paintsville, KY 41240, USA",37.8141346,-82.80307669999999
Paris Fire Department,"313 High St, Paris, KY 40361, USA",38.2131627,-84.25039160000001
Park Hills Volunteer Fire Department,"1106 Amsterdam Rd, Park Hills, KY 41011, USA",39.0715035,-84.5332839
Parkers Mill Volunteer Fire Department,"299 Heritage Dr, Somerset, KY 42501, USA",37.0229259,-84.621156
Patterson Creek Volunteer Fire and Rescue,"4088 State Hwy 904, Williamsburg, KY 40769, USA",36.7109467,-84.076191
Payneville Fire Department,"Payneville, KY 40157, USA",37.996044,-86.34781509999999
Peddler Gap Volunteer Fire Department,"7863 State Hwy 437, West Liberty, KY 41472, USA",37.9218471,-83.0409063
Pembroke Volunteer Fire Department,"10960 Jefferson Davis Hwy, Pembroke, KY 42266, USA",36.84358340000001,-87.3014161
Perryville Fire Department,"S Buell St, Perryville, KY 40468, USA",37.6498724,-84.95165779999999
Petersburg Fire Protection District,"3018 2nd, Petersburg, KY 41080, USA",39.0681135,-84.8674003
Pewee Valley Fire Protection District,"8607 Foley Ave, Pewee Valley, KY 40056, USA",38.3027163,-85.4940426
Phelps Volunteer Fire and Rescue,"12812 Phelps 632 Rd, Phelps, KY 41553, USA",37.5037384,-82.1613675
Pikeville Fire & Ambulance Service,"Station #1, 104 Chloe Rd, Pikeville, KY 41501, United States",37.4773661,-82.5161691
Piner-Fiskburg Fire District,"1851 Bracht-Piner Rd, Morning View, KY 41063, USA",38.83063,-84.53938099999999
Pineville Volunteer Fire Department,"108 Church St, Pineville, NC 28134, USA",35.0861767,-80.88935769999999
Pippa Passes Volunteer Fire Department,"4982 KY-899, Pippa Passes, KY 41844, USA",37.3304357,-82.8814101
Plano Volunteer Fire Department,"3210 Plano Rd, Bowling Green, KY 42104, USA",36.8797671,-86.4184342
Pleasant View Volunteer Fire Department,"59 Wolf Creek River Rd, Williamsburg, KY 40769, USA",36.6684322,-84.140049
Pleasure Ridge Park Fire Protection District,"9500 Stonestreet Rd, Louisville, KY 40272, USA",38.1149755,-85.8409665
Pleasureville Fre Department,"State Hwy 241, Pleasureville, KY 40057, USA",38.3518952,-85.11141099999999
Point Pleasant Fire Protection District,"3444 Turfway Rd, Erlanger, KY 41018, USA",39.03938300000001,-84.625697
Pond Creek Volunteer Fire Department,"4368 KY-30, Annville, KY 40402, USA",37.3146914,-83.9993703
Poole Volunteer Fire Department,"A N, 42444, 9690 US-41 ALT, Corydon, KY 42406, United States",37.6406723,-87.644371
Poplar Springs Fire Department,"85 Russell Dr, Liberty, KY 42539, USA",37.3003592,-84.903932
Possum Trot-Sharpe Fire Protection District,"39 Little Cypress Rd, Calvert City, KY 42029, USA",37.006971,-88.4339718
Prestonsburg Fire Department,"200 N Lake Dr # 104, Prestonsburg, KY 41653, USA",37.6729587,-82.7764941
Priceville Volunteer Fire Department,"7030 Raider Hollow Rd, Munfordville, KY 42765, USA",37.37247989999999,-85.9875113
Princeton Fire Department,"206 N Jefferson St, Princeton, KY 42445, USA",37.1093407,-87.8813663
Providence Fire Department-EMS,"200 N Willow St, Providence, KY 42450, USA",37.3992862,-87.7616185
Putney Volunteer Fire Department,"101 Harlan St, Evarts, KY 40828, USA",36.864134,-83.1938174
Raceland Fire Department,"711 Chinn St, Raceland, KY 41169, USA",38.5412906,-82.7298527
Ravenna Fire Department,"622 Main St, Ravenna, KY 40472, USA",37.6849369,-83.9538664
Raywick Volunteer Fire Department #866,"100 School House Dr, Loretto, KY 40037, USA",37.6372196,-85.40328629999999
"Red Bird Volunteer Fire & Rescue, Inc.","220 Queendale Center, Manchester, KY 40962, USA",37.0114504,-83.5300096
"Red Bush Volunteer Fire Department, Inc.","11656 KY-172, Flatgap, KY 41219, USA",37.9433,-82.96719999999999
Red Lick Volunteer Fire Department,"699 Red Lick Rd, Berea, KY 40403, USA",37.5794123,-84.16915449999999
Reed Volunteer Fire Department,"16104 US-60, Reed, KY 42451, USA",37.8513758,-87.35662719999999
Reidland Farley Fire Department,"6217 Benton Rd, Paducah, KY 42003, USA",37.0021886,-88.5287144
Rhodelia Volunteer Fire Department,"9358 Rhodelia Rd, Payneville, KY 40157, USA",37.990472,-86.41097280000001
Richland Volunteer Fire Department,"6310 Beulah Rd, Madisonville, KY 42431, USA",37.2778111,-87.5948244
Richland Volunteer Fire Department,"Girdler, KY 40943, USA",36.9534569,-83.8499526
Richmond Fire Department,"200 N Madison Ave, Richmond, KY 40475, USA",37.7481269,-84.2926232
Rineyville Volunteer Fire Department,"6038 Rineyville Rd, Rineyville, KY 40162, USA",37.7504009,-85.9712055
Roaring Springs Fire Department,"8015 New Hope Rd, Cadiz, KY 42211, USA",36.740672,-87.71740989999999
Robards Community Fire Department,"7984 KY-416, Robards, KY 42452, USA",37.6738972,-87.54756549999999
Rochester Volunteer Fire Department,"119 Main St, Rochester, KY 42273, USA",37.212268,-86.8931558
Rockholds Volunteer Fire Department,"93 Elm St, Rockholds, KY 40759, USA",36.8278801,-84.11640299999999
"Rockhouse Volunteer Fire Department, Inc.","124 US-460, Staffordsville, KY 41256, USA",37.8070466,-82.8596377
Rockport Volunteer Fire Department,"9133 US-62, Rockport, KY 42369, USA",37.3391684,-86.9930317
Rogers Park/Turkey Creek Volunteer Fire Department Inc.,"421 Taylor Fork, Belfry, KY 41514, USA",37.6703671,-82.3142695
"Rolling Fork Volunteer Fire Department, Inc.","362 Center St, New Haven, KY 40051, USA",37.65632,-85.58324929999999
Rosine Volunteer Fire Department,"5 2nd St, Rosine, KY 42370, USA",37.4495994,-86.7405823
"Route 377 Volunteer  Fire Department, Inc.","7405 Cranston Rd, Morehead, KY 40351, USA",38.28615449999999,-83.40563759999999
Route 504 Volunteer Fire Department,"6794 State Hwy 504, Olive Hill, KY 41164, USA",38.216014,-83.1367099
Ruddles Mill - Shawhan Volunteer Fire Department,"Ruddles Mill Rd, Paris, KY 40361, USA",38.2994578,-84.2411621
Rural Bradfordsville Fire Department,"200 Central Ave, Bradfordsville, KY 40009, USA",37.4949099,-85.1501778
Russell Fire Department,"500 Bellefonte Rd, Russell, KY 41169, USA",38.5265655,-82.7302639
Russellville City Fire Department,"620 N Main St, Russellville, KY 42276, USA",36.8513557,-86.8900803
Russellville Rural Fire Department,"Russellville, KY 42276, USA",36.8508896,-86.91911859999999
Ryland Heights and Community Volunteer Fire Department Inc.,"10041 Decoursey Pike, Ryland Heights, KY 41015, USA",38.954273,-84.4649139
Saint Charles Volunteer Fire Department,"110 Washington St, St Charles, KY 42453, USA",37.186527,-87.5564598
"Saint Joseph Fire Department, Inc.","St Joseph, MO, USA",39.7674578,-94.84668099999999
Salem Community Volunteer Fire Department,"111 Maple St, Salem, KY 42078, USA",37.2634981,-88.2427647
Salt Lick Fire Department,"164 Main St, Salt Lick, KY 40371, USA",38.1192721,-83.61594559999999
Salyersville Fire Department,"379 Maple St, Salyersville, KY 41465, USA",37.7525588,-83.06642339999999
Sand Gap Volunteer Fire Department,"US-421, Sandgap, KY 40481, USA",37.1621601,-83.37347009999999
Sanders Fire Department,"38 Main Sanders St, Ghent, KY 41045, USA",38.7166751,-85.044474
Sandlick Volunteer Fire Department,"2968 State Hwy 931, Whitesburg, KY 41858, USA",37.1590447,-82.8242698
Sandy Hook Fire-Rescue,"51 Ambulance Rd, Sandy Hook, KY 41171, USA",38.0972862,-83.1194577
Science Hill Fire Department,"210 Langdon St, Science Hill, KY 42553, USA",37.1771919,-84.6346425
Scott County Fire Rescue,"2200 Cincinnati Rd, Georgetown, KY 40324, USA",38.2800849,-84.5686891
Sebree Fire Department,"36 Spring St, Sebree, KY 42455, USA",37.6062179,-87.53147919999999
Second District Fire Department,"101 Caney Fork Rd, Morgantown, KY 42261, USA",37.053053,-86.74575670000002
Sedalia Fire Department,"5414 KY-97, Sedalia, KY 42079, USA",36.6435,-88.6057
Shady Grove Volunteer Fire Department,"35 Shady Grove-Providence Rd, Marion, KY 42064, USA",37.3374359,-87.8786623
Sharon Grove Volunteer Fire Department,"21, Mt Sharon Rd, Sharon Grove, KY 42280, United States",36.9600332,-87.09026519999999
Sharpsburg Fire Department,"565 Main St, Sharpsburg, KY 40374, USA",38.2015746,-83.9286547
Shelby County Fire Department,"200 Alpine Rd, Shelbyville, KY 40065, USA",38.2191455,-85.2015978
Shelbyville Fire Department,"1040 Main St, Shelbyville, KY 40065, USA",38.2112613,-85.2254166
Shepherdsville Fire Department,"634 Conestoga Pkwy, Shepherdsville, KY 40165, USA",38.0001821,-85.70504509999999
Shively Fire Department,"1800 Park Rd, Shively, KY 40216, USA",38.1948905,-85.8078618
Shopville-Stab Volunteer Fire Department,"331 Stab Rd, Somerset, KY 42501, USA",37.1509705,-84.4355076
Silver Grove Volunteer Fire Department,"5011 4 Mile Rd, Silver Grove, KY 41085, USA",39.0363728,-84.390029
Simpsonville Rural Fire Protection District,"121 Citizens Blvd, Simpsonville, KY 40067, USA",38.2233514,-85.34424299999999
Slaughters Community Volunteer Fire Department,"93 2nd St, Slaughters, KY 42456, USA",37.4873946,-87.5029081
Smith Mills Volunteer Fire Department,"Smith Mills, KY 42457, USA",37.7988588,-87.76230509999999
Smithland Fire & Rescue,"Smithland, KY 42081, USA",37.13894450000001,-88.4033716
Smiths Grove Rural Fire Department,"120 S Main St, Smiths Grove, KY 42171, USA",37.0505174,-86.2088043
Somerset Fire Department,"121 S Central Ave, Somerset, KY 42501, USA",37.0909361,-84.6008816
Sonora Fire And Rescue Department,"200 Main St, Sonora, KY 42776, USA",37.5251466,-85.89413379999999
South Dixie Fire Protection District,"13210 Dixie Hwy, Louisville, KY 40272, USA",38.0638297,-85.8865562
South Eastern Fire District,"8658 KY-85, Island, KY 42350, USA",37.4464486,-87.1362118
South Hancock Volunteer Fire Department,"12194 KY-2181, Hawesville, KY 42348, USA",37.7522491,-86.8131489
South Hopkins Fire Department,"8920 Hopkinsville Rd, Nortonville, KY 42442, USA",37.1768731,-87.462746
South Marshall Fire Department,"112 Park St, Hardin, KY 42048, USA",36.76168,-88.2989984
South McCreary Fire and Rescue,"5787 State Hwy 1651, Pine Knot, KY 42635, USA",36.66871709999999,-84.4540789
South Oldham Fire Department,"6310 Old Lagrange Rd, Crestwood, KY 40014, USA",38.3316339,-85.46247629999999
South Road Volunteer Fire Department,"5534 S Rd, Cadiz, KY 42211, USA",36.7841384,-87.8064881
South Shore Volunteer Fire Department,"28, S Shore Rd, South Shore, KY 41175, United States",38.7213576,-82.9656332
South Whitley Volunteer Fire Department,"3480 State Hwy 1804, Williamsburg, KY 40769, USA",36.61190790000001,-84.090953
Southeast Bullitt Fire Department,"1515 Clermont Rd, Shepherdsville, KY 40165, USA",37.9228008,-85.6733585
Southeast Casey County Volunteer Fire Department,"85 Russell Dr, Liberty, KY 42539, USA",37.3003592,-84.903932
Southeast Floyd County Volunteer Fire Department,"22815 KY-122, Melvin, KY 41650, USA",37.3525626,-82.6962686
Southern Campbell Fire District,"1050 Race Track Rd, Alexandria, KY 41001, USA",38.8878837,-84.3850415
Southgate Volunteer Fire Department,"128 Electric Ave, Southgate, KY 41071, USA",39.071547,-84.47322299999999
Sparta Volunteer Fire Department,"Boone Rd, Sparta, KY 41086, USA",38.7030332,-84.89640279999999
Spencer County Fire Protection District,"108 Water St, Taylorsville, KY 40071, USA",38.0309897,-85.3506464
Spottsville Volunteer Fire Department,"8857 Old US 60 Hwy, Spottsville, KY 42458, USA",37.852858,-87.4170855
Springfield Fire Department,"308-310 W Main St, Springfield, KY 40069, USA",37.6880791,-85.2283753
St Matthews Fire Protection District,"240 Sears Ave, St Matthews, KY 40207, USA",38.2568385,-85.6463058
Stamping Ground City Fire Department,"122 Springview Dr, Stamping Ground, KY 40379, USA",38.2707512,-84.6833896
Stamping Ground Rural Fire Department,"122 Springview Dr, Stamping Ground, KY 40379, USA",38.2707512,-84.6833896
Stanford Fire Department,"400 E Main St, Stanford, KY 40484, USA",37.5299319,-84.659105
Stanley Fire Department,"159 KY-1554, Stanley, KY 42301, USA",37.8222188,-87.2474714
Stanton Fire Department,"120 Court St, Stanton, KY 40380, USA",37.8535918,-83.8584437
Stephensburg Fire and Rescue,"10601 Leitchfield Rd, Cecilia, KY 42724, USA",37.6111605,-86.0221159
Stinking Creek Volunteer Fire & Rescue,"2085 Ky 718, Walker, KY 40997, USA",36.8875072,-83.7070071
Stinnett Fire and Rescue,"12909 US-421, Hoskinston, KY 40844, USA",37.0653282,-83.4086086
Stony Point Volunteer Fire Department,"47 Stony Point Rd, Franklin, KY 42134, USA",36.6876106,-86.3633936
Sturgis Fire Department,"110 6th St, Sturgis, KY 42459, USA",37.5469244,-87.9855688
Sullivan Community Fire Department,"42460, 19327 KY-141, Sturgis, KY 42459, United States",37.5022258,-87.94128970000001
Summer Shade Volunteer Fire Department,"50 Fire House Lane Rd, Summer Shade, KY 42166, USA",36.883918,-85.70547239999999
Summersville Fire Department,"5902 Hodgenville Rd, Greensburg, KY 42743, USA",37.3361954,-85.5565862
Summit-Ironville Volunteer Fire Department,"Ashland, KY 41102, USA",38.4431876,-82.7084587
Swiss Colony Fire Department,"3607 Somerset Rd, London, KY 40741, USA",37.1564707,-84.1949202
Sycamore React Volunteer Fire Department,"197 Elkhorn Creek Rd, Elkhorn City, KY 41522, USA",37.2591311,-82.46534969999999
Symsonia Fire Department,"467 KY-348, Symsonia, KY 42082, USA",36.917083,-88.5125698
Tateville Volunteer Fire Department,"181 Sycamore Dr, Tateville, KY 42558, USA",36.9758903,-84.6598109
Taylor County Fire Department,"100 W Broadway St, Campbellsville, KY 42718, USA",37.3409503,-85.3462874
Taylor Mill Fire & EMS Department,"5231 Taylor Mill Rd, Taylor Mill, KY 41015, USA",39.0153913,-84.4964968
Taylorsville Fire Department,"108 Water St, Taylorsville, KY 40071, USA",38.0309897,-85.3506464
Temple Hill Volunteer Fire and Rescue,"8543 Tompkinsville Rd, Glasgow, KY 42141, USA",36.8884612,-85.85030139999999
Theakla Volunteer Fire Department,"1289 Boonesborough Rd, Richmond, KY 40475, USA",37.8462748,-84.31983900000002
Thelma Volunteer Fire Department,"6411 Main St, Thelma, KY 41260, USA",37.8307789,-82.7589793
Thousandsticks Volunteer Fire & Rescue Department,"1615 Bull Creek Rd, Hyden, KY 41749, USA",37.1967799,-83.403059
Three Point Volunteer Fire Department,"569 N Hwy 25 W, Williamsburg, KY 40769, USA",36.7513654,-84.1583311
Toler Creek Volunteer Fire Department,"1803 Toler Creek Rd, Harold, KY 41635, USA",37.50338,-82.62919699999999
Tollesboro Highland Volunteer Fire Department,"2126 KY-10, Tollesboro, KY 41189, USA",38.5695159,-83.5330379
Tolu Community Volunteer Fire Department,"6367 KY-135, Marion, KY 42064, USA",37.4286236,-88.2177396
Tompkinsville Fire Department,"702 N Magnolia St, Tompkinsville, KY 42167, USA",36.7029851,-85.68637249999999
Trenton Volunteer Fire Department,"111 South Main St, Trenton, KY 42286, USA",36.7226933,-87.2619275
Tri-Community Volunteer Fire Department,"57 Zoe Church Loop, Zoe, KY 41397, USA",37.6814887,-83.6842247
Trigg-Lyon Volunteer Fire Department,"8811 Rockcastle Rd, Cadiz, KY 42211, USA",36.8981034,-87.9633839
Troublesome Creek Volunteer Fire Department,"Ary, KY 41712, USA",37.3583599,-83.15685979999999
U. S. Enrichment Corp. (Paducah) Fire Department,"Paducah, KY 42002, USA",37.08,-88.6
Union Fire Protection District,"9611 US-42, Union, KY 41091, USA",38.9522913,-84.6772285
Uniontown City Fire Department,"501-599 3rd St, Uniontown, KY 42461, USA",37.7721362,-87.93517539999999
Upper Pond Creek Fire Department,"3663 Pond Creek Rd, Pinsonfork, KY 41555, USA",37.5560169,-82.2596509
Upton Fire Department,"217 S Walnut St, Upton, KY 42784, USA",37.4639104,-85.89388489999999
Valley Creek Area Volunteer Fire Department,"2927 Valley Creek Rd, Elizabethtown, KY 42701, USA",37.6806372,-85.7956976
Vanceburg Volunteer Fire Department,"701 Front St, Vanceburg, KY 41179, USA",38.6025244,-83.3164233
"Vancleve Volunteer Fire Department, Inc.","KY-15, Kentucky, USA",37.5573435,-83.38398
Versailles Fire Department,"131 S Locust St, Versailles, KY 40383, USA",38.05195,-84.729123
Vincent Volunteer Fire Department,"Marcum, KY 40914, USA",37.1106451,-83.5596346
Vine Grove Fire Department,"513 Highland Ave, Vine Grove, KY 40175, USA",37.8149284,-85.97233390000001
Viola Volunteer Fire Department,"5006 KY-1241, Hickory, KY 42051, USA",36.8616115,-88.6648486
Viper Fire and Rescue,"163 Right Fork Maces Creek Rd, Viper, KY 41774, USA",37.18074379999999,-83.15045479999999
"W. R. Castle Volunteer Fire & Rescue, Inc.","3832 US-23, Wittensville, KY 41274, USA",37.864513,-82.79104099999999
Waco Volunteer Fire Department,"3892 New Irvine Rd, Waco, KY 40385, USA",37.7380784,-84.138053
Waddy Fire Protection,"135 Chester Dare Rd, Waddy, KY 40076, USA",38.1327844,-85.07773879999999
Walton Fire Protection District,"12600 Towne Center Dr, Walton, KY 41094, USA",38.85373,-84.616503
Warfield Fire and Rescue,"3 Firehouse Ln, Warfield, KY 41267, USA",37.84358659999999,-82.41964180000001
Warsaw Fire Department,"402 Main Cross St, Warsaw, KY 41095, USA",38.7826368,-84.901448
Washington-Maysville Volunteer Fire Department,"2231 Green St, Maysville, KY 41056, USA",38.611566,-83.8079451
Water Valley Volunteer Fire Department,"213 Depot St, Water Valley, KY 42085, USA",36.5645813,-88.81010599999999
"Watts-Caney Volunteer Fire Department, Inc.","Caney, KS 67333, USA",37.0114608,-95.9352584
Wax Fire & Rescue,"13587 Peonia Rd, Clarkson, KY 42726, USA",37.3508471,-86.1308518
Waynesburg Area Volunteer Fire Department,"16020 State Hwy 1247, Waynesburg, KY 40489, USA",37.3356777,-84.6607624
Webbville Volunteer Fire Department,"24 Maranatha Ln, Webbville, KY 41180, USA",38.1800826,-82.8725297
West Knox Volunteer Fire Department,"90 Gloucester Ave, Corbin, KY 40701, USA",36.95046540000001,-84.0687189
West McCracken Fire District,"9320 Ogden Landing Rd, West Paducah, KY 42086, USA",37.1065806,-88.77948219999999
West McCreary Volunteer Fire Department,"Stearns, KY, USA",36.6989673,-84.4774386
West Point Fire Department,"509 Elm St, West Point, KY 40177, USA",38.0003187,-85.9475069
West Side Volunteer Fire Department,"Spain Ln, Hopkinsville, KY 42240, USA",36.9029907,-87.5080922
West Van Lear Volunteer Fire Department,"817 KY-302, West Van Lear, KY 41268, USA",37.784216,-82.779448
Western Central Volunteer Fire Department,"90 Gloucester Ave, Corbin, KY 40701, USA",36.95046540000001,-84.0687189
Western Rockcastle Fire Department,"Old Somerset Pike, Brodhead, KY 40409, USA",37.3330235,-84.45304159999999
Westwood Fire Department,"2039 Main St W, Ashland, KY 41102, USA",38.4811013,-82.6740463
Wheatcroft Volunteer Fire Department,"Wheatcroft, KY, USA",37.4900457,-87.862796
Wheelwright Volunteer Fire Department,"1532 KY-306, Wheelwright, KY 41669, USA",37.3338533,-82.72049919999999
Whispering Meadows Fire and Rescue,"60 Rd 6, Morganfield, KY 42437, USA",37.6710913,-87.8689072
White Hall Volunteer Fire Department,"1289 Boonesborough Rd, Richmond, KY 40475, USA",37.8462748,-84.31983900000002
White Mills Volunteer Fire Department,"9225 Sonora Hardin Springs Rd, White Mills, KY 42788, USA",37.54913,-86.0241442
White Oak Volunteer Fire Department,"1085, War Creek Rd, West Liberty, KY 41472, United States",37.9016949,-83.187997
White Plains Volunteer Fire Department,"211 N Bob Bruce Dr, White Plains, KY 42464, USA",37.1887132,-87.3837205
Whitesville Fire Department,"KY-54, Whitesville, KY 42378, USA",37.6825286,-86.8648206
Whitley City Fire Department,"1618 US-27, Whitley City, KY 42653, USA",36.7658,-84.4806
Wickliffe City Fire & Rescue Department,"Wickliffe, OH 44092, USA",41.6053266,-81.4534492
Wickliffe Rural Fire Department,"450 N 4th St, Wickliffe, KY 42087, Wickliffe, KY 42087, United States",36.9687431,-89.0885891
Wilder Fire Department,"1426 Gloria Terrell Dr, Newport, KY 41076, USA",39.008405,-84.47031
Williamsburg Fire/ Rescue Department,"845 S Hwy 25, Williamsburg, KY 40769, USA",36.73305879999999,-84.1566777
Williamsport Fire Department,"KY-40, Kentucky, USA",37.8166255,-82.73365539999999
Williamstown Volunteer Fire Department,"1026, 404 N Main St, Williamstown, KY 41097, United States",38.6412115,-84.5600497
Willisburg Fire Department,"2620 Lawrenceburg Rd, Willisburg, KY 40078, USA",37.8079245,-85.1233361
Wilmore Fire Department,"301 W Linden St, Wilmore, KY 40390, USA",37.8617955,-84.6667591
Winchester Fire Department,"44 N Maple St, Winchester, KY 40391, USA",37.995313,-84.1784211
Wingfield Volunteer Fire Department,"1780 Wingfield Church Rd, Bowling Green, KY 42101, USA",37.1193766,-86.3248204
Wingo Fire Department,"26 Austin Dr, Wingo, KY 42088, USA",36.6435463,-88.738942
Wolf Coal Volunteer Fire Department,"16 State Hwy 1933, Wolf Coal, KY 41339, USA",37.3941129,-83.40169039999999
Wolfe County Fire Department & Ambulance Service,"589 Main St, Campton, KY 41301, USA",37.7347566,-83.5450341
"Woodbine Fire Rescue, Inc.","877 KY-6, Woodbine, KY 40771, USA",36.8951808,-84.0793978
Woodburn Volunteer Fire Department,"900 Woodburn Allen Springs Rd, Woodburn, KY 42170, USA",36.8420698,-86.5259782
Woodford County Fire Protection District,"60 Big Sink Rd, Versailles, KY 40383, USA",38.0587501,-84.72112790000001
Woodlawn Volunteer Fire Department Inc.,"1110 Waterworks Rd, Newport, KY 41071, USA",39.0910326,-84.4743373
Woodstock Fire Department,"2895 Charles Elgin Rd, Eubank, KY 42567, USA",37.2631465,-84.5317793
Wooton Volunteer Fire Department,"210 State Hwy 699, Wooton, KY 41776, USA",37.1192233,-83.27926599999999
Worthington Fire Department,"612 Ferry Ave, Worthington, KY 41183, USA",38.5488214,-82.72736139999999
Worthington Fire Protection District,"9514 Featherbell Blvd, Prospect, KY 40059, USA",38.3225177,-85.56191
Worthville Volunteer Fire Department,"446 KY-467, Worthville, KY 41098, USA",38.60938549999999,-85.0695824
Wurtland Fire Department,"E St, Wurtland, KY 41144, USA",38.5480268,-82.7630215
Yelvington Fire Department,"1124 Yelvington-Knottsville Rd, Maceo, KY 42355, USA",37.8554329,-86.9660596
Yocum Creek Volunteer Fire Department,"217 Rail Ln, Evarts, KY 40828, USA",36.8464506,-83.1365521
Zion Volunteer Fire Department,"8047 KY-351, Henderson, KY 42420, USA",37.8143017,-87.48540249999999
"Zoneton Fire District, Inc.","5328 N Preston Hwy, Shepherdsville, KY 40165, USA",38.05738849999999,-85.6737481
